scan_id,organs_in_report,lost_by_threshold,retained_by_threshold
train_13351_a,"['esophagus', 'liver', 'trachea', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'heart', 'lung']"
train_11634_a,"['heart', 'lung']",[],"['heart', 'lung']"
train_5968_a,"['esophagus', 'liver', 'trachea', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'heart', 'lung']"
train_13911_a,"['esophagus', 'liver', 'trachea', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'heart', 'lung']"
train_2810_a,"['heart', 'esophagus', 'trachea', 'lung']",[],"['heart', 'esophagus', 'trachea', 'lung']"
train_18236_a,"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']"
train_16026_a,"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']"
train_18571_a,"['esophagus', 'liver', 'kidney', 'aorta', 'gallbladder', 'heart', 'lung']",[],"['esophagus', 'liver', 'kidney', 'aorta', 'gallbladder', 'heart', 'lung']"
train_2495_a,"['esophagus', 'liver', 'trachea', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'heart', 'lung']"
train_2623_a,"['esophagus', 'liver', 'trachea', 'heart', 'lung', 'stomach']",[],"['esophagus', 'liver', 'trachea', 'heart', 'lung', 'stomach']"
train_11658_a,"['esophagus', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'trachea', 'aorta', 'heart', 'lung']"
train_2605_a,"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']"
train_2040_a,"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']"
train_13515_a,"['esophagus', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'trachea', 'aorta', 'heart', 'lung']"
train_19111_a,"['esophagus', 'liver', 'trachea', 'aorta', 'gallbladder', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'aorta', 'gallbladder', 'heart', 'lung']"
train_17762_a,"['esophagus', 'liver', 'trachea', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'heart', 'lung']"
train_6905_a,"['heart', 'lung']",[],"['heart', 'lung']"
train_9242_b,"['esophagus', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'trachea', 'aorta', 'heart', 'lung']"
train_9242_a,"['trachea', 'lung', 'kidney']",['kidney'],"['trachea', 'lung']"
train_9242_c,"['esophagus', 'liver', 'trachea', 'kidney', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'kidney', 'heart', 'lung']"
train_303_a,"['heart', 'esophagus', 'trachea', 'lung']",[],"['heart', 'esophagus', 'trachea', 'lung']"
train_15660_a,"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']"
train_14477_a,"['heart', 'lung']",[],"['heart', 'lung']"
train_9532_a,"['heart', 'lung', 'aorta']",[],"['heart', 'lung', 'aorta']"
train_18465_d,"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']"
train_18465_b,"['liver', 'trachea', 'lung', 'aorta']",[],"['liver', 'trachea', 'lung', 'aorta']"
train_18465_e,"['liver', 'trachea', 'lung', 'aorta']",[],"['liver', 'trachea', 'lung', 'aorta']"
train_18465_c,"['liver', 'lung', 'aorta']",[],"['liver', 'lung', 'aorta']"
train_18465_f,"['esophagus', 'liver', 'trachea', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'heart', 'lung']"
train_18465_a,"['esophagus', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'trachea', 'aorta', 'heart', 'lung']"
train_19681_a,"['esophagus', 'spleen', 'liver', 'trachea', 'aorta', 'lung']",[],"['esophagus', 'spleen', 'liver', 'trachea', 'aorta', 'lung']"
train_10136_a,"['esophagus', 'liver', 'trachea', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'heart', 'lung']"
train_11890_a,"['heart', 'esophagus', 'trachea', 'lung']",[],"['heart', 'esophagus', 'trachea', 'lung']"
train_15213_a,"['esophagus', 'liver', 'trachea', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'heart', 'lung']"
train_436_a,"['esophagus', 'liver', 'trachea', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'heart', 'lung']"
train_10221_a,"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']"
train_7455_a,"['trachea', 'lung']",[],"['trachea', 'lung']"
train_11536_a,"['spleen', 'trachea', 'gallbladder', 'humerus', 'heart', 'lung']",['humerus'],"['spleen', 'trachea', 'gallbladder', 'heart', 'lung']"
train_12343_a,"['heart', 'trachea', 'lung', 'aorta']",[],"['heart', 'trachea', 'lung', 'aorta']"
train_17096_a,"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']"
train_2825_a,"['liver', 'trachea', 'lung']",[],"['liver', 'trachea', 'lung']"
train_18744_a,"['heart', 'trachea', 'lung', 'aorta']",[],"['heart', 'trachea', 'lung', 'aorta']"
train_19146_a,"['esophagus', 'trachea', 'heart', 'lung']",[],"['esophagus', 'trachea', 'heart', 'lung']"
train_18189_a,"['heart', 'lung']",[],"['heart', 'lung']"
train_9888_d,"['heart', 'lung']",[],"['heart', 'lung']"
train_9888_e,"['trachea', 'esophagus', 'heart', 'lung']",[],"['trachea', 'esophagus', 'heart', 'lung']"
train_9888_c,['lung'],[],['lung']
train_9888_a,"['esophagus', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'trachea', 'aorta', 'heart', 'lung']"
train_9888_b,['lung'],[],['lung']
train_15923_a,"['heart', 'trachea', 'esophagus', 'lung']",[],"['heart', 'trachea', 'esophagus', 'lung']"
train_16118_a,"['esophagus', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'trachea', 'aorta', 'heart', 'lung']"
train_10752_a,"['esophagus', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'trachea', 'aorta', 'heart', 'lung']"
train_12130_a,"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']"
train_11757_a,"['esophagus', 'liver', 'trachea', 'aorta', 'lung']",[],"['esophagus', 'liver', 'trachea', 'aorta', 'lung']"
train_13096_a,"['colon', 'aorta', 'pancreas', 'gluteus', 'heart', 'rib', 'esophagus', 'liver', 'clavicula', 'iliopsoas', 'face', 'scapula', 'femur', 'hip', 'spleen', 'autochthon', 'sacrum', 'gallbladder', 'humerus', 'lung', 'brain', 'trachea']","['gluteus', 'clavicula', 'iliopsoas', 'face', 'femur', 'hip', 'sacrum', 'humerus', 'brain']","['colon', 'aorta', 'pancreas', 'heart', 'rib', 'esophagus', 'liver', 'scapula', 'spleen', 'autochthon', 'gallbladder', 'lung', 'trachea']"
train_18864_a,"['esophagus', 'colon', 'aorta', 'heart', 'lung', 'stomach']",[],"['esophagus', 'colon', 'aorta', 'heart', 'lung', 'stomach']"
train_13852_a,"['esophagus', 'spleen', 'liver', 'trachea', 'aorta', 'gallbladder', 'pancreas', 'heart', 'lung']",[],"['esophagus', 'spleen', 'liver', 'trachea', 'aorta', 'gallbladder', 'pancreas', 'heart', 'lung']"
train_17481_a,"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung', 'stomach']",[],"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung', 'stomach']"
train_17830_a,"['esophagus', 'liver', 'trachea', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'heart', 'lung']"
train_1809_a,"['esophagus', 'liver', 'trachea', 'aorta', 'lung']",[],"['esophagus', 'liver', 'trachea', 'aorta', 'lung']"
train_2185_a,"['heart', 'esophagus', 'trachea', 'lung']",[],"['heart', 'esophagus', 'trachea', 'lung']"
train_16985_a,"['esophagus', 'spleen', 'liver', 'trachea', 'aorta', 'heart', 'lung', 'stomach']",[],"['esophagus', 'spleen', 'liver', 'trachea', 'aorta', 'heart', 'lung', 'stomach']"
train_16985_b,['lung'],[],['lung']
train_16985_c,[],[],[]
train_17162_a,"['rib', 'esophagus', 'liver', 'trachea', 'kidney', 'aorta', 'lung']",[],"['rib', 'esophagus', 'liver', 'trachea', 'kidney', 'aorta', 'lung']"
train_17162_b,"['esophagus', 'liver', 'trachea', 'kidney', 'aorta', 'heart', 'lung', 'stomach']",[],"['esophagus', 'liver', 'trachea', 'kidney', 'aorta', 'heart', 'lung', 'stomach']"
train_9222_a,"['esophagus', 'trachea', 'kidney', 'heart', 'lung']",[],"['esophagus', 'trachea', 'kidney', 'heart', 'lung']"
train_13738_a,"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']"
train_15038_a,"['esophagus', 'liver', 'trachea', 'kidney', 'aorta', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'kidney', 'aorta', 'heart', 'lung']"
train_1350_a,"['heart', 'lung', 'aorta']",[],"['heart', 'lung', 'aorta']"
train_10959_a,"['esophagus', 'liver', 'kidney', 'aorta', 'lung']",[],"['esophagus', 'liver', 'kidney', 'aorta', 'lung']"
train_17217_a,"['heart', 'trachea', 'lung', 'aorta']",[],"['heart', 'trachea', 'lung', 'aorta']"
train_8397_a,"['esophagus', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'trachea', 'aorta', 'heart', 'lung']"
train_6231_a,"['esophagus', 'liver', 'trachea', 'kidney', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'kidney', 'heart', 'lung']"
train_16653_a,"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']"
train_15095_a,"['esophagus', 'trachea', 'kidney', 'aorta', 'heart', 'lung']",[],"['esophagus', 'trachea', 'kidney', 'aorta', 'heart', 'lung']"
train_16191_a,"['esophagus', 'trachea', 'aorta', 'gallbladder', 'lung']",[],"['esophagus', 'trachea', 'aorta', 'gallbladder', 'lung']"
train_18384_a,"['trachea', 'heart', 'lung', 'aorta']",[],"['trachea', 'heart', 'lung', 'aorta']"
train_13409_a,"['esophagus', 'spleen', 'liver', 'trachea', 'kidney', 'aorta', 'gallbladder', 'heart', 'lung']",[],"['esophagus', 'spleen', 'liver', 'trachea', 'kidney', 'aorta', 'gallbladder', 'heart', 'lung']"
train_18608_a,"['esophagus', 'liver', 'trachea', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'heart', 'lung']"
train_4259_a,"['esophagus', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'trachea', 'aorta', 'heart', 'lung']"
train_17916_a,"['esophagus', 'trachea', 'lung']",[],"['esophagus', 'trachea', 'lung']"
train_3647_a,"['heart', 'esophagus', 'trachea', 'lung']",[],"['heart', 'esophagus', 'trachea', 'lung']"
train_1948_a,"['trachea', 'esophagus', 'heart', 'lung']",[],"['trachea', 'esophagus', 'heart', 'lung']"
train_11700_a,"['spleen', 'liver', 'trachea', 'aorta', 'lung']",[],"['spleen', 'liver', 'trachea', 'aorta', 'lung']"
train_11876_a,"['heart', 'esophagus', 'trachea', 'lung']",[],"['heart', 'esophagus', 'trachea', 'lung']"
train_15475_a,"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']"
train_16983_b,"['esophagus', 'liver', 'trachea', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'heart', 'lung']"
train_16983_a,"['esophagus', 'liver', 'trachea', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'heart', 'lung']"
train_15530_a,['lung'],[],['lung']
train_15873_a,"['esophagus', 'liver', 'trachea', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'heart', 'lung']"
train_12590_a,"['esophagus', 'liver', 'trachea', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'heart', 'lung']"
train_13217_a,"['esophagus', 'spleen', 'liver', 'aorta', 'heart', 'lung']",[],"['esophagus', 'spleen', 'liver', 'aorta', 'heart', 'lung']"
train_16559_a,"['esophagus', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'trachea', 'aorta', 'heart', 'lung']"
train_16380_a,"['esophagus', 'trachea', 'kidney', 'aorta', 'heart', 'lung']",[],"['esophagus', 'trachea', 'kidney', 'aorta', 'heart', 'lung']"
train_15287_a,"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']"
train_7928_a,"['esophagus', 'spleen', 'liver', 'aorta', 'gallbladder', 'heart', 'lung']",[],"['esophagus', 'spleen', 'liver', 'aorta', 'gallbladder', 'heart', 'lung']"
train_8621_a,"['esophagus', 'spleen', 'liver', 'trachea', 'gallbladder', 'pancreas', 'heart', 'lung']",['gallbladder'],"['esophagus', 'spleen', 'liver', 'trachea', 'pancreas', 'heart', 'lung']"
train_2067_a,"['esophagus', 'spleen', 'liver', 'trachea', 'kidney', 'aorta', 'gallbladder', 'pancreas', 'heart', 'lung']",[],"['esophagus', 'spleen', 'liver', 'trachea', 'kidney', 'aorta', 'gallbladder', 'pancreas', 'heart', 'lung']"
train_11292_a,"['heart', 'esophagus', 'trachea', 'lung']",[],"['heart', 'esophagus', 'trachea', 'lung']"
train_17956_b,"['esophagus', 'spleen', 'trachea', 'heart', 'lung']",[],"['esophagus', 'spleen', 'trachea', 'heart', 'lung']"
train_17956_d,"['esophagus', 'trachea', 'kidney', 'heart', 'lung']",[],"['esophagus', 'trachea', 'kidney', 'heart', 'lung']"
train_17956_c,"['liver', 'trachea', 'lung', 'kidney']",[],"['liver', 'trachea', 'lung', 'kidney']"
train_17956_a,"['esophagus', 'liver', 'gallbladder', 'heart', 'lung']",['gallbladder'],"['esophagus', 'liver', 'heart', 'lung']"
train_8514_a,"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']"
train_3308_a,"['trachea', 'heart', 'lung', 'kidney']",[],"['trachea', 'heart', 'lung', 'kidney']"
train_7329_b,"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']"
train_7329_a,"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']"
train_902_a,"['esophagus', 'spleen', 'liver', 'trachea', 'kidney', 'gallbladder', 'pancreas', 'heart', 'lung']",['gallbladder'],"['esophagus', 'spleen', 'liver', 'trachea', 'kidney', 'pancreas', 'heart', 'lung']"
train_7850_a,"['esophagus', 'liver', 'trachea', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'heart', 'lung']"
train_15827_a,"['esophagus', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'trachea', 'aorta', 'heart', 'lung']"
train_6838_a,"['trachea', 'esophagus', 'heart', 'lung']",[],"['trachea', 'esophagus', 'heart', 'lung']"
train_8328_a,"['liver', 'esophagus', 'trachea', 'lung']",[],"['liver', 'esophagus', 'trachea', 'lung']"
train_14625_a,"['esophagus', 'spleen', 'liver', 'trachea', 'heart', 'lung']",[],"['esophagus', 'spleen', 'liver', 'trachea', 'heart', 'lung']"
train_14590_a,"['heart', 'lung']",[],"['heart', 'lung']"
train_8477_a,"['trachea', 'lung']",[],"['trachea', 'lung']"
train_9119_a,"['trachea', 'heart', 'lung']",[],"['trachea', 'heart', 'lung']"
train_5872_a,"['esophagus', 'trachea', 'kidney', 'aorta', 'heart', 'lung']",[],"['esophagus', 'trachea', 'kidney', 'aorta', 'heart', 'lung']"
train_14060_a,"['esophagus', 'trachea', 'heart', 'lung']",[],"['esophagus', 'trachea', 'heart', 'lung']"
train_18166_a,"['liver', 'esophagus', 'trachea', 'lung']",[],"['liver', 'esophagus', 'trachea', 'lung']"
train_5683_a,"['heart', 'esophagus', 'trachea', 'lung']",[],"['heart', 'esophagus', 'trachea', 'lung']"
train_5179_b,['lung'],[],['lung']
train_5179_a,"['esophagus', 'liver', 'trachea', 'kidney', 'heart', 'lung', 'stomach']",['kidney'],"['esophagus', 'liver', 'trachea', 'heart', 'lung', 'stomach']"
train_18617_a,"['esophagus', 'trachea', 'kidney', 'aorta', 'heart', 'lung']",[],"['esophagus', 'trachea', 'kidney', 'aorta', 'heart', 'lung']"
train_6320_a,"['esophagus', 'liver', 'trachea', 'kidney', 'aorta', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'kidney', 'aorta', 'heart', 'lung']"
train_3290_a,"['esophagus', 'liver', 'trachea', 'kidney', 'aorta', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'kidney', 'aorta', 'heart', 'lung']"
train_10197_a,"['esophagus', 'liver', 'trachea', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'heart', 'lung']"
train_12412_a,"['esophagus', 'trachea', 'lung', 'aorta']",[],"['esophagus', 'trachea', 'lung', 'aorta']"
train_16018_a,"['esophagus', 'spleen', 'aorta', 'heart', 'lung']",[],"['esophagus', 'spleen', 'aorta', 'heart', 'lung']"
train_4332_a,"['heart', 'esophagus', 'trachea', 'lung']",[],"['heart', 'esophagus', 'trachea', 'lung']"
train_8143_a,"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']"
train_14500_a,"['esophagus', 'liver', 'trachea', 'aorta', 'lung']",[],"['esophagus', 'liver', 'trachea', 'aorta', 'lung']"
train_11137_a,"['esophagus', 'liver', 'trachea', 'gallbladder', 'heart', 'lung']",['gallbladder'],"['esophagus', 'liver', 'trachea', 'heart', 'lung']"
train_11137_b,"['esophagus', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'trachea', 'aorta', 'heart', 'lung']"
train_4482_a,"['esophagus', 'spleen', 'liver', 'trachea', 'kidney', 'aorta', 'gallbladder', 'pancreas', 'heart', 'lung']",[],"['esophagus', 'spleen', 'liver', 'trachea', 'kidney', 'aorta', 'gallbladder', 'pancreas', 'heart', 'lung']"
train_13656_a,"['esophagus', 'spleen', 'liver', 'trachea', 'aorta', 'gallbladder', 'lung']",[],"['esophagus', 'spleen', 'liver', 'trachea', 'aorta', 'gallbladder', 'lung']"
train_18641_a,"['trachea', 'esophagus', 'heart', 'lung']",[],"['trachea', 'esophagus', 'heart', 'lung']"
train_16351_a,"['esophagus', 'liver', 'trachea', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'heart', 'lung']"
train_17807_a,"['liver', 'trachea', 'kidney', 'aorta', 'lung']",[],"['liver', 'trachea', 'kidney', 'aorta', 'lung']"
train_10489_a,"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']"
train_12048_a,"['heart', 'trachea', 'lung', 'aorta']",[],"['heart', 'trachea', 'lung', 'aorta']"
train_10549_a,"['esophagus', 'liver', 'trachea', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'heart', 'lung']"
train_8517_a,"['esophagus', 'trachea', 'aorta', 'gallbladder', 'heart', 'lung']",['gallbladder'],"['esophagus', 'trachea', 'aorta', 'heart', 'lung']"
train_14421_a,"['esophagus', 'aorta', 'gallbladder', 'pancreas', 'heart', 'lung']",[],"['esophagus', 'aorta', 'gallbladder', 'pancreas', 'heart', 'lung']"
train_14421_b,"['esophagus', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'trachea', 'aorta', 'heart', 'lung']"
train_15485_a,"['esophagus', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'trachea', 'aorta', 'heart', 'lung']"
train_906_a,"['esophagus', 'trachea', 'gallbladder', 'heart', 'lung']",['gallbladder'],"['esophagus', 'trachea', 'heart', 'lung']"
train_17624_a,"['esophagus', 'liver', 'trachea', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'heart', 'lung']"
train_17574_a,"['trachea', 'heart', 'lung', 'aorta']",[],"['trachea', 'heart', 'lung', 'aorta']"
train_8406_a,"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']"
train_17127_a,"['trachea', 'lung']",[],"['trachea', 'lung']"
train_15943_a,"['esophagus', 'spleen', 'trachea', 'kidney', 'gallbladder', 'heart', 'lung']",['gallbladder'],"['esophagus', 'spleen', 'trachea', 'kidney', 'heart', 'lung']"
train_15943_b,"['trachea', 'esophagus', 'heart', 'lung']",[],"['trachea', 'esophagus', 'heart', 'lung']"
train_17900_a,"['esophagus', 'trachea', 'gallbladder', 'heart', 'lung']",[],"['esophagus', 'trachea', 'gallbladder', 'heart', 'lung']"
train_15893_a,"['rib', 'esophagus', 'trachea', 'kidney', 'heart', 'lung']",['kidney'],"['rib', 'esophagus', 'trachea', 'heart', 'lung']"
train_10377_a,"['heart', 'esophagus', 'trachea', 'lung']",[],"['heart', 'esophagus', 'trachea', 'lung']"
train_14016_a,"['esophagus', 'heart', 'lung', 'aorta']",[],"['esophagus', 'heart', 'lung', 'aorta']"
train_17998_a,"['esophagus', 'liver', 'trachea', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'heart', 'lung']"
train_12862_a,"['esophagus', 'spleen', 'liver', 'trachea', 'lung']",[],"['esophagus', 'spleen', 'liver', 'trachea', 'lung']"
train_17416_a,"['esophagus', 'trachea', 'gallbladder', 'heart', 'lung']",[],"['esophagus', 'trachea', 'gallbladder', 'heart', 'lung']"
train_6048_a,"['rib', 'trachea', 'aorta', 'heart', 'lung']",[],"['rib', 'trachea', 'aorta', 'heart', 'lung']"
train_5908_a,"['heart', 'esophagus', 'trachea', 'lung']",[],"['heart', 'esophagus', 'trachea', 'lung']"
train_6862_a,"['heart', 'trachea', 'lung']",[],"['heart', 'trachea', 'lung']"
train_15441_a,"['esophagus', 'liver', 'trachea', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'heart', 'lung']"
train_7531_a,"['esophagus', 'liver', 'trachea', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'heart', 'lung']"
train_14229_a,"['esophagus', 'trachea', 'aorta', 'heart', 'lung', 'stomach']",[],"['esophagus', 'trachea', 'aorta', 'heart', 'lung', 'stomach']"
train_10049_a,"['heart', 'esophagus', 'trachea', 'lung']",[],"['heart', 'esophagus', 'trachea', 'lung']"
train_8452_a,"['heart', 'esophagus', 'trachea', 'lung']",[],"['heart', 'esophagus', 'trachea', 'lung']"
train_8310_a,"['esophagus', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'trachea', 'aorta', 'heart', 'lung']"
train_8206_b,"['esophagus', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'trachea', 'aorta', 'heart', 'lung']"
train_8206_a,"['esophagus', 'liver', 'trachea', 'aorta', 'lung']",[],"['esophagus', 'liver', 'trachea', 'aorta', 'lung']"
train_1605_a,"['esophagus', 'trachea', 'lung']",[],"['esophagus', 'trachea', 'lung']"
train_12164_a,"['trachea', 'esophagus', 'lung']",[],"['trachea', 'esophagus', 'lung']"
train_17615_a,"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']"
train_11460_b,"['esophagus', 'heart', 'lung', 'aorta']",[],"['esophagus', 'heart', 'lung', 'aorta']"
train_11460_a,"['heart', 'esophagus', 'trachea', 'lung']",[],"['heart', 'esophagus', 'trachea', 'lung']"
train_18509_b,"['esophagus', 'liver', 'aorta', 'heart', 'lung']",[],"['esophagus', 'liver', 'aorta', 'heart', 'lung']"
train_18509_a,"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']"
train_4025_a,"['rib', 'esophagus', 'trachea', 'heart', 'lung']",[],"['rib', 'esophagus', 'trachea', 'heart', 'lung']"
train_2940_a,"['trachea', 'lung']",[],"['trachea', 'lung']"
train_15786_a,"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']"
train_15211_a,"['esophagus', 'spleen', 'liver', 'aorta', 'heart', 'lung']",[],"['esophagus', 'spleen', 'liver', 'aorta', 'heart', 'lung']"
train_18593_a,"['esophagus', 'trachea', 'gallbladder', 'heart', 'lung']",['gallbladder'],"['esophagus', 'trachea', 'heart', 'lung']"
train_141_a,"['esophagus', 'liver', 'trachea', 'kidney', 'aorta', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'kidney', 'aorta', 'heart', 'lung']"
train_3775_a,"['esophagus', 'liver', 'trachea', 'aorta', 'humerus', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'aorta', 'humerus', 'heart', 'lung']"
train_17357_a,"['esophagus', 'trachea', 'kidney', 'aorta', 'heart', 'lung']",[],"['esophagus', 'trachea', 'kidney', 'aorta', 'heart', 'lung']"
train_5979_a,"['heart', 'trachea', 'lung', 'aorta']","['heart', 'trachea', 'lung', 'aorta']",[]
train_8274_a,"['liver', 'lung', 'esophagus', 'kidney']",[],"['liver', 'lung', 'esophagus', 'kidney']"
train_5750_a,"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']"
train_5750_b,"['esophagus', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'trachea', 'aorta', 'heart', 'lung']"
train_9819_a,"['esophagus', 'liver', 'trachea', 'kidney', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'kidney', 'heart', 'lung']"
train_7559_a,"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung', 'stomach']",[],"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung', 'stomach']"
train_13987_a,"['trachea', 'lung']",[],"['trachea', 'lung']"
train_7412_a,"['esophagus', 'spleen', 'liver', 'trachea', 'kidney', 'gallbladder', 'pancreas', 'heart', 'lung']",[],"['esophagus', 'spleen', 'liver', 'trachea', 'kidney', 'gallbladder', 'pancreas', 'heart', 'lung']"
train_15547_a,"['esophagus', 'spleen', 'liver', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'spleen', 'liver', 'trachea', 'aorta', 'heart', 'lung']"
train_1133_a,"['esophagus', 'brain', 'trachea', 'heart', 'lung', 'face']","['esophagus', 'trachea', 'heart', 'lung']","['brain', 'face']"
train_13262_a,"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']"
train_7083_a,"['trachea', 'lung', 'gallbladder']",[],"['trachea', 'lung', 'gallbladder']"
train_17186_a,"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']"
train_16084_a,"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']"
